a_mono,a,b,DFT_energy_bi,magnetic_moment,formation_energy,area,d,no_soc_bandgap,soc_bandgap,dielectric_constant,soc_energy,del_e_bilayer_bottom_and_mono
3.7412896546,3.7247993302,3.7247993302,-42.088922,0.0,-0.1759633333,12.015288501,3.1077263979,0.6069,0.4954,7.249959,-0.06082981,0.004104
3.6022568236,3.5616194273,3.5616194273,-41.658376,0.0,-0.255479,10.9898872851,3.0499662085,0.0,0.0,18.172489,-0.54864031,0.038199
3.8912198059,3.8748835123,3.8748835123,-38.292023,0.0,-0.2072968333,13.0032444421,3.2048634621,0.0,0.0,14.576741,-0.130021,0.012132
3.4764151234,3.4279486214,3.4279486214,-39.527325,0.0,-0.3145658333,10.1764759754,2.6005268509,0.0,0.0,38.721205,-0.60642536,0.123334
3.4855752425,3.5062735698,3.5062735698,-35.487242,0.0,-0.3083186667,10.4750522109,2.599238474,0.0,0.0,121.781139,-0.5742177,0.075634
3.3051584445,3.2859762389,3.2859762389,-42.877739,0.0,-0.3284731667,9.3655559947,2.804613563,0.0,0.0,198.71285,-0.68636448,0.100335
3.7160596218,3.7072204692,3.7072204692,-23.204447,0.0,-0.1516551667,11.9021683447,3.20683689,1.3746,1.3008,6.308258,-0.02681836,-0.001971
3.9855959173,3.9673289511,3.9673289511,-21.378296,0.0,-0.1777826667,13.6309052333,3.2568936005,0.5599,0.4183,8.557946,-0.09862533,-0.024997
3.7557434013,3.7440328871,3.7440328871,-23.123258,0.0,-0.1464423333,12.13956705,3.1191259037,0.6044,0.5254,6.233988,-0.02230705,-0.015152
4.0874400398,4.0722726482,4.0722726482,-20.565966,0.0,-0.1984036,14.3615968735,3.3517303893,0.8472,0.5941,10.455578,-0.17895761,-0.013921
3.4246380364,3.3639265697,3.3639265697,-43.284027,0.0,-0.3488015,9.8001203157,2.4454319488,0.0,0.0,54.198938,-0.53808731,0.10141
3.2660252477,3.2354178916,3.2354178916,-37.376686,0.0,-0.3303513333,9.0653710899,2.5010817689,0.0,0.0,53.682018,-0.05949113,0.092625
4.107384243,4.082417096,4.082417096,-23.46782,0.0,-0.1544833333,14.4331388952,2.9909781486,1.7243,1.1168,4.66194,-0.42709613,-0.00278
4.3473714036,4.3302861019,4.3302861019,-21.437317,0.0,-0.1849085,16.239055312,3.114630735,1.0125,0.2372,6.229956,-0.5553249,-0.018883
4.1933791392,4.1748298903,4.1748298903,-22.508187,0.0,-0.1763415,15.0941597498,3.0964860205,1.6918,0.9208,5.597897,-0.50779573,0.007012
4.4220691688,4.4048338943,4.4048338943,-20.554483,0.0,-0.2076107333,16.8031930586,3.268299332,1.1903,0.2971,7.12548,-0.63802798,-0.009409
3.347967693,3.3214331004,3.3214331004,-37.645839,0.0,-0.2857815,9.5567828239,3.5984792818,0.0,0.0,37.475892,-0.64559096,-0.033553
3.3703823594,3.3196465407,3.3196465407,-40.948744,0.0,-0.32551,9.5436174781,3.3369884934,0.0,0.0,78.785109,-0.73364146,-0.041579
4.3196498411,4.3020645887,4.3020645887,-20.277096,0.0,-0.2003168,16.0281143905,3.347142453,0.8425,0.5346,8.481779,-0.20710546,-0.010674
3.5978461421,3.5724937613,3.5724937613,-37.447031,0.0,-0.1884728333,11.0529955169,3.294226331,0.0,0.0,31.351501,-0.07537263,0.034562
3.9310789716,3.9201773791,3.9201773791,-21.4196,0.0,-0.185005,13.3088872503,3.3234163168,1.2505,1.0896,8.991645,-0.11911521,0.000916
3.3867649346,3.4669230739,3.4669230739,-36.233779,0.0,-0.3480265,10.4726213387,2.5949215133,0.0,0.0,119.636328,-0.0611869,0.137459
3.2338679859,3.2644313602,3.2644313602,-44.042008,0.0,-0.3102816667,9.22865555,2.5474944392,0.0,0.0,65.356862,-0.19021316,0.083441
4.1487761315,4.1349207569,4.1349207569,-23.396308,0.0,-0.1513903333,14.7962668197,2.9407150578,1.235,0.6274,4.719232,-0.44442045,-0.014268
3.2817478189,3.2475835501,3.2475835501,-33.876681,0.0,-0.3016215,9.1338959396,3.6344391688,0.0,0.0,62.1206,-0.57880758,-0.029801
3.9886763683,3.9636611146,3.9636611146,-23.077011,0.0,-0.1487241667,13.6058159474,2.9916327393,1.3101,1.1715,5.389082,-0.05081168,-0.004039
4.2371635886,4.2190911962,4.2190911962,-21.117298,0.0,-0.1771263333,15.4160259282,3.1478239944,0.6506,0.4354,7.169579,-0.12853766,-0.022195
3.8017608836,3.7743728107,3.7743728107,-42.732,0.0,-0.1997206667,12.3373967629,3.1958440008,0.0,0.0,12.386911,-0.51153725,0.018099
3.5335591491,3.4936232087,3.4936232087,-40.627522,0.0,-0.2473653333,10.57015418,2.910281569,0.0,0.0,44.435163,-0.12834723,0.074216
3.5421602472,3.5021952287,3.5021952287,-43.436232,0.0,-0.2455386667,10.6222203066,2.9609847134,0.0,0.0,36.723779,-0.53018415,0.067701
3.3219535672,3.3664706226,3.3664706226,-39.909716,0.0,-0.34491,9.8147728695,2.5605095754,0.0,0.0,21.375505,-0.62155186,-0.046202
3.4935828355,3.3931064312,3.3931064312,-42.687463,0.0,-0.3822215,9.9705872278,2.5191116699,0.0,0.0,21.998835,-1.03982761,0.024151
3.9343651222,3.9178721886,3.9178721886,-22.121256,0.0,-0.158707,13.2477950594,3.4316726902,1.4007,1.3039,7.084364,-0.07772506,0.000198
3.4017733585,3.3390927852,3.3390927852,-40.677952,0.0,-0.3798593333,9.6559110726,2.4797194636,0.0,0.0,22.590926,-0.1165737,-0.04079
4.0665628974,4.0515168791,4.0515168791,-24.378553,0.0,-0.1398908333,14.2158110141,2.8662102538,1.3314,0.9072,4.195614,-0.40440061,-9.8e-05
4.308875129,4.2937614824,4.2937614824,-22.312236,0.0,-0.1712023333,15.9160364446,3.1726595699,1.1167,0.3693,5.921292,-0.53434646,0.001331
3.3717243363,3.3437242489,3.3437242489,-37.855597,0.0,-0.2811308333,9.7153585081,3.4998851677,0.0,0.0,88.528978,-0.65588751,0.001382
3.3324757561,3.2933200676,3.2933200676,-40.401559,0.0,-0.3242251667,9.4141974836,3.7147330649,0.0,0.0,31.494371,-1.08552151,0.000767
3.342583775,3.3067546131,3.3067546131,-36.097477,0.0,-0.3004485,9.4697428114,3.7645641912,0.0,0.0,79.36101,-0.63336556,0.000193
4.1985653246,4.1864688847,4.1864688847,-21.958392,0.0,-0.162297,15.1659844051,3.3280649125,1.1306,0.9048,6.430215,-0.10799396,0.000221
3.7056180256,3.6825889474,3.6825889474,-44.934081,0.0,-0.1738285,11.7780591597,3.0867856622,0.7034,0.5617,6.45154,-0.44889486,0.000115
4.0840347927,4.0763904823,4.0763904823,-22.160506,0.0,-0.1686966667,14.3908848767,2.8640105679,1.3822,1.1921,6.581561,-0.12523676,-0.000998
4.1680832509,4.1555080322,4.1555080322,-21.29163,0.0,-0.188401,14.9350552168,2.9393967414,0.9427,0.7597,7.591927,-0.1448493,0.000116
3.5859390929,3.5380797568,3.5380797568,-39.006791,0.0,-0.2679848333,10.8253649906,2.9582969674,0.0,0.0,22.775847,-0.14087993,-0.000973
3.8288182972,3.8074119352,3.8074119352,-40.014408,0.0,-0.1847266667,12.6078922595,3.0455101917,0.0,0.0,13.827439,-0.11698048,-0.000292
3.6477700328,3.6297413331,3.6297413331,-35.720109,0.0,-0.2092791667,11.4490203904,3.1828941187,0.0,0.0,35.279636,-0.08854473,0.000517
3.3048973233,3.4578382084,3.4578382084,-36.720617,4.4165,-0.4227558333,10.554107052,2.4342609847,0.0,0.0,84.209517,-0.57344085,-0.039613
3.367764268,3.3057165592,3.3057165592,-36.874748,0.0,-0.3948193333,9.4636872191,2.4677232846,0.0,0.0,35.010672,-0.5496889,0.003787
3.8157776911,3.8049419237,3.8049419237,-22.341013,0.0,-0.1692448333,12.5380432583,3.1780105028,1.0847,1.0393,6.966595,-0.04159655,-0.000821
3.6506176579,3.6340046895,3.6340046895,-24.07002,0.0,-0.1344536667,11.4365702773,3.2302475125,1.4317,1.4111,5.369635,-0.00809731,-0.000848
3.838969893,3.8289090994,3.8289090994,-22.184316,0.0,-0.16488,12.696363799,2.9781456035,1.4565,1.3133,8.065867,-0.1027417,0.000287
3.2347436276,3.2544685796,3.2544685796,-40.969771,0.0,-0.3266728333,9.4351591179,2.5682639653,0.0,0.0,532.079008,-0.1241186,-0.000703
4.1884925935,4.168849006,4.168849006,-22.558982,0.0,-0.1757426667,15.0055677698,2.8922896991,1.0367,0.5106,5.37584,-0.4711125,-0.000194
3.3173690008,3.283117359,3.283117359,-38.3441,0.0,-0.298041,9.3348980649,3.8010385224,0.0,0.0,67.291871,-1.05247545,7.3e-05
4.2725638595,4.260018172,4.260018172,-21.635422,0.0,-0.1981326667,15.6824221026,2.8651221701,1.1352,0.4511,6.406743,-0.55259588,0.000156
4.07576877,4.0554801131,4.0554801131,-22.174963,0.0,-0.1681638333,14.2369269297,3.0029259401,0.8667,0.7606,6.093895,-0.06888446,-0.000321
4.0319499178,4.017910083,4.017910083,-23.017896,0.0,-0.1497686667,13.9546372784,3.0667574482,0.9309,0.839,5.402993,-0.0494161,0.001137
3.8700865177,3.8371441344,3.8371441344,-40.89933,0.0,-0.2139226667,12.7700559379,3.1481110519,0.0,0.0,12.27207,-0.52823175,1.6e-05
3.4369065118,3.3990119039,3.3990119039,-42.585894,0.0,-0.2270573333,9.9688516692,2.8682018398,0.0,0.0,34693.499367,-0.0724832,-0.000722
3.4428139189,3.4204348791,3.4204348791,-45.54577,0.0,-0.206231,10.1417757915,2.9993277467,0.0,0.0,29.447744,-0.46456531,-0.001077
3.7412896546,3.726717474,3.726717474,-42.077976,0.0,-0.174139,12.0185222141,3.0494512611,0.6219,0.5085,7.233749,-0.06081523,0.000109
3.6022568236,3.5526833981,3.5526833981,-41.666958,0.0,-0.2569093333,10.9423772302,3.0492282553,0.0,0.0,22.728322,-0.54749435,-0.000322
3.8912198059,3.8685677066,3.8685677066,-38.28844,0.0,-0.2066996667,12.9813911709,3.1382514188,0.0,0.0,14.352786,-0.13048905,6.2e-05
3.4764151234,3.3979417052,3.3979417052,-39.948423,0.0,-0.3847488333,9.9990940046,2.4815906418,0.0,0.0,26.086639,-0.61546675,0.020378
3.4855752425,3.4689504602,3.4689504602,-36.049566,0.0,-0.4020393333,10.3335055419,2.4418026897,0.0,0.0,84.12064,-0.56476931,0.050959
3.3051584445,3.2857193581,3.2857193581,-43.110175,0.0,-0.3672125,9.7815116879,2.57615902,0.0,0.0,1767.569394,-0.68939665,-0.003679
3.7160596218,3.7017967488,3.7017967488,-23.206032,0.0,-0.1519193333,11.8673677103,3.0458293933,1.2974,1.2596,6.26203,-0.02682268,-0.000929
3.9855959173,3.9669160828,3.9669160828,-21.38908,0.0,-0.17958,13.5805953789,3.3896654266,1.1521,1.0578,8.076123,-0.09832276,-0.000315
3.7557434013,3.7482422776,3.7482422776,-23.143399,0.0,-0.1497991667,12.1371870948,3.2669898617,1.2233,1.1887,6.081989,-0.022274,1.7e-05
4.0874400398,4.0828745157,4.0828745157,-20.577102,0.0,-0.2002596,14.3672770019,3.3395697447,0.9781,0.82,10.161317,-0.17913458,-0.00057
3.4246380364,3.3332674279,3.3332674279,-43.459397,0.0,-0.3780298333,9.622295951,2.5161644332,0.0,0.0,19.553065,-0.53588421,-0.029717
3.2660252477,3.228586712,3.228586712,-37.730498,0.0,-0.38932,9.0271307114,2.4701282316,0.0,0.0,28.324487,-0.05932688,-0.043031
4.107384243,4.0867099594,4.0867099594,-23.489697,0.0,-0.1581295,14.4635091726,2.8229743459,1.3481,0.8733,4.650661,-0.42814938,-0.000371
4.3473714036,4.3349273682,4.3349273682,-21.464346,0.0,-0.1894133333,16.2413412289,3.2723133565,1.0714,0.3233,6.372051,-0.55802998,-0.00046
4.1933791392,4.1858955633,4.1858955633,-22.526992,0.0,-0.1794756667,15.1742820056,2.7203423954,1.48,0.8406,5.584209,-0.50834266,-0.002123
4.4220691688,4.4101599261,4.4101599261,-20.588267,0.0,-0.2132414,16.7385245202,3.1660656102,0.998,0.1623,7.371659,-0.64123245,-0.00111
3.347967693,3.3214588595,3.3214588595,-37.644919,0.0,-0.2856281667,9.5542084555,3.7309457956,0.0,0.0,34.676387,-0.6436875,0.000639
3.3703823594,3.3085063772,3.3085063772,-40.92026,0.0,-0.3207626667,9.6465552696,3.5610640416,0.0,0.0,138.570171,-0.73520105,0.00113
4.3196498411,4.3077070249,4.3077070249,-20.303288,0.0,-0.2046821333,16.0442578376,3.2961220514,0.7832,0.4918,8.778711,-0.2074086,3.4e-05
3.5978461421,3.5650801355,3.5650801355,-37.446396,0.0,-0.188367,11.0897658561,3.0723899278,0.0,0.0,32.100344,-0.07507928,0.001688
3.9310789716,3.9258846539,3.9258846539,-21.424453,0.0,-0.1858138333,13.3020494866,3.0352554409,1.0602,0.955,9.198576,-0.11912945,0.000833
3.3867649346,3.4014248357,3.4014248357,-36.572807,0.0,-0.4045311667,9.9083760937,2.4169254691,0.0,0.0,62.099297,-0.06037848,-0.033626
3.2338679859,3.2474873943,3.2474873943,-44.271008,0.0,-0.3484483333,9.0186926898,2.6148735262,0.0,0.0,1372.022479,-0.18861535,0.001276
4.1487761315,4.1361315055,4.1361315055,-23.433245,0.0,-0.1575465,14.7955422164,2.9654682612,1.0775,0.5937,4.871869,-0.44706735,0.000417
3.2817478189,3.2449450005,3.2449450005,-33.883504,0.0,-0.3027586667,9.1200283112,3.7873707712,0.0,0.0,63.929153,-0.5773153,0.000219
3.9886763683,3.9671054018,3.9671054018,-23.086697,0.0,-0.1503385,13.6294722076,2.9248807245,1.1629,1.0836,5.318897,-0.05091133,-0.000576
4.2371635886,4.225894251,4.225894251,-21.139094,0.0,-0.180759,15.4473368071,3.3300097877,1.0172,0.8005,7.063477,-0.12842516,0.000133
3.8017608836,3.7704148351,3.7704148351,-42.701581,0.0,-0.1946508333,12.3441023037,3.0511933007,0.0,0.0,12.222899,-0.51138408,-0.000238
3.5335591491,3.499139626,3.499139626,-40.593133,0.6468,-0.2416338333,10.6002245068,2.8555502015,0.0,0.0,34.46837,-0.12771421,-0.001491
3.5421602472,3.5042248223,3.5042248223,-43.387612,0.0,-0.2374353333,10.6462583091,2.9228948318,0.0,0.0,169.992474,-0.53008846,-0.000846
3.3219535672,3.2583679832,3.2583679832,-39.419555,0.0,-0.2632165,9.3346444962,3.6469015724,0.0,0.0,479.633309,-0.61328158,-0.000416
3.4935828355,3.4452381211,3.4452381211,-42.079337,0.0,-0.2808671667,10.2793170299,3.5192501776,0.0,0.0,50.420509,-1.04804563,-1.5e-05
3.9343651222,3.9199004482,3.9199004482,-22.038776,0.0,-0.1449603333,13.2552745287,2.9442357211,1.6338,1.4763,6.993852,-0.0776371,-1e-05
3.4017733585,3.4380324686,3.4380324686,-40.056553,0.0,-0.2762928333,10.0781628805,2.9078000577,0.0,0.0,1764.125044,-0.11485073,0.000237
4.0665628974,4.0495008536,4.0495008536,-24.321744,0.0,-0.1304226667,14.1921919023,2.9028143176,1.7357,1.3118,4.158248,-0.40241091,0.000172
4.308875129,4.3074452238,4.3074452238,-22.244435,0.0,-0.1599021667,16.0177932743,2.6400054967,1.6795,0.9289,5.551864,-0.52837738,-0.000285
3.3717243363,3.4219767783,3.4219767783,-38.084943,0.0,-0.3193551667,9.9242476444,2.8894955772,0.0,0.0,96.066702,-0.6551695,0.001199
3.3324757561,3.3002880058,3.3002880058,-40.361372,0.0,-0.3175273333,9.4466767182,3.6364244695,0.0,0.0,31.97119,-1.08768191,0.000581
3.342583775,3.3118579028,3.3118579028,-36.053896,0.0,-0.293185,9.4995405425,3.692863775,0.0,0.0,41.954487,-0.63399233,-5e-05
4.1985653246,4.1938529358,4.1938529358,-21.878122,0.0,-0.1489186667,15.2321204946,2.8043976177,1.4736,1.2469,6.129287,-0.10747903,0.000713
3.7056180256,3.686504976,3.686504976,-44.953106,0.0,-0.1769993333,11.7687180142,3.218802393,0.7363,0.5951,6.376367,-0.44884703,0.000342
4.0840347927,4.0576857968,4.0576857968,-22.143837,0.0,-0.1659185,14.2508615788,3.4241214077,1.4071,1.1949,6.594908,-0.1252446,0.00044
4.1680832509,4.1377528816,4.1377528816,-21.244039,0.0,-0.1804691667,14.8261117915,3.4199417529,1.1251,0.9782,7.239635,-0.14430155,0.001231
3.5859390929,3.5500323588,3.5500323588,-38.923728,0.0,-0.254141,10.9141810618,3.4261870034,0.0,0.0,20.892698,-0.14187626,0.000514
3.8288182972,3.8071579796,3.8071579796,-40.028652,0.0,-0.1871006667,12.5422250034,3.3831882204,0.0,0.0,25.608633,-0.11730226,-0.000131
3.6477700328,3.6267557375,3.6267557375,-35.670926,0.0,-0.201082,11.3911993084,3.5285051781,0.0,0.0,33.94939,-0.08911306,0.000817
3.3048973233,3.5532819477,3.5532819477,-35.969953,3.9861,-0.2976451667,10.8591849023,3.1126929684,0.0,0.0,70.738118,-0.57236238,0.000385
3.367764268,3.3159772763,3.3159772763,-36.108945,0.0,-0.2671855,9.5380304907,3.5441550079,0.0,0.0,111.88084,-0.55288605,0.000991
3.8157776911,3.8003877687,3.8003877687,-22.294746,0.0,-0.1615336667,12.502289389,3.2951171665,1.1563,1.1157,6.946418,-0.0415172,-0.000324
3.6506176579,3.6340162372,3.6340162372,-24.036434,0.0,-0.128856,11.4532681549,3.2119319721,1.4822,1.4651,5.364928,-0.00807703,0.000812
3.838969893,3.8199116165,3.8199116165,-22.19363,0.0,-0.1664323333,12.6048936305,3.5236000865,1.4348,1.2704,8.108906,-0.1029215,0.001811
3.2347436276,3.1876603266,3.1876603266,-40.534861,0.0,-0.2541878333,8.9212517292,3.4259642701,0.0,0.0,63902.468174,-0.12523625,0.001799
4.1884925935,4.1615809038,4.1615809038,-22.484886,0.0,-0.1633933333,15.0052645539,3.1220829867,1.4786,1.0053,5.140906,-0.46644956,3.5e-05
3.3173690008,3.2847578659,3.2847578659,-38.299023,0.0,-0.2905281667,9.3466915809,3.710002641,0.0,0.0,33.99094,-1.0532109,0.000498
4.2725638595,4.2417189417,4.2417189417,-21.563659,0.0,-0.1861721667,15.5650911134,3.417547302,1.5311,0.9214,6.068945,-0.54730005,-5.8e-05
4.07576877,4.0525999771,4.0525999771,-22.113789,0.0,-0.1579681667,14.1961599412,3.1491866614,1.0794,0.9948,5.892955,-0.0684864,0.000291
4.0319499178,4.0134392008,4.0134392008,-22.943157,0.0,-0.1373121667,13.9929512099,2.9069611025,1.2458,1.1373,5.204108,-0.0490136,0.000595
3.8700865177,3.8437572743,3.8437572743,-40.908408,0.0,-0.2154356667,12.7675768497,3.396588234,0.0,0.0,14.412332,-0.52820311,0.000294
3.4369065118,3.4075584057,3.4075584057,-42.568295,0.0,-0.2241241667,10.0557375323,3.0792896667,0.0,0.0,1304.643423,-0.0724931,-0.001693
3.4428139189,3.4229823877,3.4229823877,-45.538729,0.0,-0.2050575,10.1471223486,3.1518958857,0.0,0.0,21.51265,-0.4649025,-0.001937
3.7412896546,3.7231139828,3.7231139828,-42.10024,0.0,-0.1778496667,12.0048231371,3.1714474261,0.6289,0.5158,7.218406,-0.06083301,-0.000457
3.6022568236,3.5645724855,3.5645724855,-41.626542,0.0,-0.2501733333,11.0074901672,3.4255314687,0.0,0.0,40.471449,-0.54929826,-9.7e-05
3.8912198059,3.8729639778,3.8729639778,-38.285122,0.0,-0.2061466667,12.9614689209,3.3768256207,0.0,0.0,17.057444,-0.1301499,-0.000107
3.4764151234,3.4435782072,3.4435782072,-39.179753,0.0,-0.2566371667,10.2694859485,3.4706442791,0.0,0.0,146.233936,-0.61661731,0.000826
3.4855752425,3.5213099939,3.5213099939,-35.265614,0.0,-0.2713806667,10.7385235567,3.1278354001,0.0,0.0,28.251808,-0.58436235,0.001536
3.3051584445,3.2354122603,3.2354122603,-42.743168,0.0,-0.3060446667,9.1430221237,3.6753638775,0.0,0.0,60.752186,-0.6831761,-4.8e-05
3.7160596218,3.7047779487,3.7047779487,-23.191514,0.0,-0.1494996667,11.8789034974,3.3126071061,1.3168,1.2577,6.266387,-0.02683526,0.001555
3.9855959173,3.9628161863,3.9628161863,-21.321999,0.0,-0.1683998333,13.5937991538,3.1344588064,1.318,1.2041,7.978162,-0.09817903,-0.00017
3.7557434013,3.7396261736,3.7396261736,-23.077606,0.0,-0.1388336667,12.1110074125,3.0237614498,1.3862,1.3182,5.969455,-0.02219055,-0.000114
4.0874400398,4.0629514595,4.0629514595,-20.524418,0.0,-0.1914789333,14.2962744753,3.4185856347,1.1222,0.949,9.994303,-0.17855911,-0.000323
3.4246380364,3.4308651869,3.4308651869,-42.940939,0.0,-0.2916201667,10.1065114274,2.9191441469,0.0,0.0,255.148877,-0.5386092,-0.000239
3.2660252477,3.231637796,3.231637796,-36.97849,0.0,-0.2639853333,9.0442004392,3.2902159509,0.0,0.0,107.845386,-0.06106146,-0.002419
4.107384243,4.0811696709,4.0811696709,-23.440586,0.0,-0.1499443333,14.4038938867,3.1098947247,1.6829,1.1935,4.616811,-0.42632898,-0.000495
4.3473714036,4.32305447,4.32305447,-21.387775,0.0,-0.1766515,16.213711457,2.9776239913,1.5243,0.859,6.047118,-0.55185351,1.3e-05
4.1933791392,4.163009592,4.163009592,-22.481003,0.0,-0.1718108333,15.0031617563,3.4176945415,1.818,1.0985,5.547227,-0.50701998,-0.000775
4.4220691688,4.3916516227,4.3916516227,-20.509655,0.0,-0.2001394,16.6980282722,3.4023412561,1.4218,0.6952,6.903853,-0.63460191,0.000409
3.347967693,3.4401043794,3.4401043794,-37.91051,0.0,-0.3298933333,9.5979977772,3.5783852926,0.0,0.0,84.975368,-0.65221173,0.002551
3.3703823594,3.4021342884,3.4021342884,-41.015155,0.0,-0.3365785,9.8401586141,2.9540488333,0.0,0.0,41.556466,-0.73691995,-0.000839
4.3196498411,4.2934775485,4.2934775485,-20.234829,0.0,-0.1932723,15.941585361,3.3985337766,1.0512,0.8322,8.183402,-0.2066304,-0.000443
3.5978461421,3.5650013504,3.5650013504,-37.422639,0.0,-0.1844075,11.0656482928,3.6312133955,0.0,0.0,29.861815,-0.07557823,0.000216
3.9310789716,3.9080104599,3.9080104599,-21.396895,0.0,-0.1812208333,13.2039876871,3.4890593095,1.1614,1.0657,8.90634,-0.1188999,-0.000366
3.3867649346,3.5772849655,3.5772849655,-35.99277,0.0,-0.3078583333,11.0823073239,2.7899077101,0.0,0.0,13.879648,-0.05956473,-0.017244
3.2338679859,3.1564592627,3.1564592627,-43.974618,0.0,-0.29905,8.6800229406,3.5261181627,0.0,0.0,104.952034,-0.19201115,7.7e-05
4.1487761315,4.1303424334,4.1303424334,-23.353573,0.0,-0.1442678333,14.7740558971,2.8714508644,1.5963,1.1094,4.657929,-0.4428094,-0.000606
3.2817478189,3.2559519527,3.2559519527,-33.848514,0.0,-0.296927,9.187738404,3.6764667512,0.0,0.0,60.557606,-0.57847815,0.000355
