CT_TOX,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,0.6508936344545664,-1.7122376721375199,0.5054743294864995,0.44535389554668264,-1.4995144285964555,-0.03953697119656331,0.4791884506119353,0.9658018450097268,0.28971821471542675,-0.29051662480724394
0,0.6163505642233712,-1.3301245825165409,0.4821391399216642,0.572302939967823,-1.4690107108576291,0.5665280276996112,0.9035284599526223,1.0775456225418218,-0.12386532315973448,-0.29017236984375533
0,0.5335283652832574,-1.1399530773142996,0.6577062801200987,0.7423318130295615,-1.2421848249015242,-0.06398156425811667,0.6650737788038954,0.8328344555087012,0.12167611833589188,-0.4183015163007783
0,-0.5317306124156665,-1.383562812902823,0.9759389270287635,-0.5016259872892574,-0.8891476809691695,-0.5143123288766264,0.24074627974089932,0.2521112731240913,0.17175217144876495,0.21967995248764766
0,-0.6670148247105633,-1.5901056120686665,0.7340791680524037,-0.527751990641684,-1.0274670013287195,-0.5187085656559708,0.19661751554366552,0.34624961268546056,0.047348853610308016,0.35812837596444436
0,-0.5547920342928722,-0.9723554317760879,1.6858949512160226,-0.7050039342358702,-0.19048531483505388,-0.8545314721295436,0.1937869909156111,0.1961160624847142,0.21591013097972436,-0.3767838206069518
0,-0.6670148247105633,-1.5901056120686665,0.7340791680524037,-0.527751990641684,-1.0274670013287195,-0.5187085656559708,0.19661751554366552,0.34624961268546056,0.047348853610308016,0.35812837596444436
0,-0.637713534094818,-1.6898375292224543,0.5574292050252195,-0.01195978536164067,-0.8052992820959026,-0.8118842063518373,-0.12616742242627849,-0.1085150507004032,-0.1384577592093499,0.013811089003956039
0,-0.7234132278381382,-1.84158035814635,-0.14780656897241326,0.14916774888915693,-0.46696960960389716,-0.6314453621887681,-0.20832704728261195,-0.008740388051246769,0.10566183001678907,0.058673817701557975
0,-0.6864441364372382,-2.05871187962283,0.043846545950768596,0.07907178333972668,-0.5673157294897898,-0.7490213479491763,-0.06746166901048788,-0.040137246625157,0.1737224165051643,0.07393614596929143
0,-0.5221429253362092,-1.1047469305398954,1.4798415396888722,-0.577415701263169,0.11463150286666085,-1.063432742504732,0.1728279664540245,-0.09435647075959454,-0.015402388476132059,-0.5665028911432078
0,-0.4881222708387357,-1.263746277819102,1.4898714034540457,-0.351322305266229,0.057344420624849506,-0.9997335701716196,0.09869888429831562,-0.39405254103986126,0.07991556935651498,-0.5513164434797733
0,-0.5959103531599487,-1.5856374363560743,0.6917478180257117,-0.134177327524955,-0.2502065215837318,-0.25245695102354626,-0.04680201306846399,-0.016229177845908653,0.31089030262547923,0.002380775591002494
0,-0.5919108905699452,-1.7331216197729935,0.47894596039855486,-0.2619674552070404,-0.8398363916297729,-0.5862380472906843,0.11527178688437777,0.22150624922193615,0.4093206219198514,0.22990296325773454
0,-0.6481149768103677,-1.5642903184058994,0.7197463875965773,-0.5888035656494577,-1.0212313442118934,-0.5210420445008267,0.2906115316963363,0.3834873055314146,0.062173269766537725,0.348486241707318
0,-0.5329552113522166,-1.4844072861213264,0.9271429365841931,-0.322250247050664,-0.19110645490364528,-0.3973590443795572,0.2209964195342449,0.07144857757405886,-0.05125676174373104,0.2774844277881825
0,-0.6004689424673355,-1.6183770456905482,0.6806088743979807,-0.32469655890065285,-1.0672281374021158,-0.5292355340567914,0.13026550585728947,0.37088370843742025,0.1750789188392377,0.32795170040309296
0,-0.6910942504749061,-2.0497477801406543,0.05450289524307349,0.07263905659478326,-0.5606028662118925,-0.7519137534005544,-0.061942088817019604,-0.04356176299303736,0.17143378547565313,0.08349802694615487
0,-0.7906532465609462,-1.914072576245324,0.09068451619655919,-0.0849581503514576,-0.6887682959761657,-0.6972130441900717,-0.14254029931553788,0.08850729581057365,0.09407182296801213,0.07440572720186807
0,-0.7165092981002874,-1.846503578397974,0.12418458381114322,-0.18133016748907796,-0.6223208674768083,-0.23703414604326997,0.027293077869006074,0.0774180868024525,0.029644137045789075,0.2282700083181262
0,-0.6315777439294674,-1.8432189637136382,0.23434320760633215,-0.29513956931112356,-0.606231792221737,-0.33723417887317575,0.1661285475986378,0.07751193403870278,-0.01787875812442967,0.33073604682697566
0,-0.5475058137223883,-1.9219808727455139,0.2880371205321272,-0.029650363700764223,-0.5251341061632884,-0.7038163722029458,0.009134617331885225,-0.07993343855363426,0.20713226198597426,0.013572599920327492
0,-0.41586934189482555,-1.3224182074722572,1.5188978027806332,-0.32109239665409733,0.1366439772901408,-0.8729080048224019,0.1288709918779759,-0.24830669762708726,0.6054969241704531,-0.43165748237202983
0,-0.41161557779159436,-1.3299380724903225,1.4429568842072016,-0.35232850298478485,0.20176465948516367,-0.7988217717128706,0.05219199939091163,-0.3108618297877212,0.5898756167452327,-0.4013423676704022
0,-0.7126336880081814,-1.8223448388822658,0.1490767151292084,-0.1370607185729504,-0.579686481059261,-0.30298612673652764,0.055982531264755477,0.043184056507821325,-0.0010328492222688949,0.25462452148422626
0,-0.3501476550551477,-1.4684194067743255,1.3167212267248836,-0.11197724835399107,0.25911506645422294,-0.9141122227803685,0.044177480593692565,-0.536951427392395,0.24190916339954427,-0.6126133599903281
0,-0.5557314952984019,-0.5472979846857553,1.9320661075360648,-0.6450056119789476,-0.6593776002836265,-1.0212548974187976,0.049948801936503015,-0.2841536671465813,0.4428666863614629,-0.33724062160143226
0,-0.8223858179369284,-1.5541164442395696,0.5028039932004662,-0.04448126960061279,-0.8435252144577816,-0.4418493646844724,-0.02033877966478268,-0.008303171998261175,-0.07417548855042719,0.3558782738378706
0,-0.5375532784369076,-1.6112823154136602,1.0162921801011309,-0.24910007821117994,-0.30054358697591005,-0.7113476432366355,0.14837493707031718,-0.09777148252245449,0.5016526001109177,-0.20416417033227052
0,-0.593014082667757,-1.581494391347671,0.8441369111670746,-0.2419207040405311,-0.5075529533664982,-0.5837563459686499,0.17333375391639969,-0.11918283295221999,0.38457177614587806,0.14672781825075507
0,-0.5797888032676218,-0.9855393341901771,1.5309226268412535,-0.58740845673903,-0.22480456372099725,-0.547287128712824,0.062141827045868014,-0.11739590756362285,0.8982535620275083,-0.1540240419916209
0,-0.5290508907981848,-1.5219548343287495,1.048575102876523,-0.3602084723914452,-0.41656529473981646,-0.6707685709306563,0.18412891710891577,-0.15734236757611342,0.7278471678789236,-0.12927465548579184
0,-0.35720702093861806,-1.3075648329679979,1.5789375000203834,-0.35286772327384247,0.20628526123631225,-0.8041538546475714,-0.0007941230928772908,-0.2956818257340127,0.6848725607760465,-0.45578573566667435
0,-0.36807998192419616,-1.2643553138420434,1.6618711321650939,-0.37933785436583867,0.14518744923877266,-0.8699188011430733,0.07072716065856216,-0.2401763770939804,0.7752269689928233,-0.40319087590402963
0,-0.3515022030686748,-1.2084884001319969,1.6530411907716174,-0.4172544067480869,-0.07126236862693167,-0.7203633987286531,0.041144090561845495,-0.2534538062968845,1.0147459982809186,-0.3964486671669675
0,-0.562589014253877,-0.67647570593261,1.9703285961265233,-0.5784345627578417,-0.455798252359866,-0.9593654514614737,-0.00026069647431922624,-0.2074555042152535,0.4079367894400446,-0.3873684042822949
0,-0.6364198346701713,-0.0497918513488461,2.201808551700848,-0.7168821028665944,-0.46906031384088076,-0.9340621909067018,-0.1742461625423283,-0.7354590732347871,0.6027609081758178,-0.6087235242660811
0,-0.38542333426703107,-1.1893188474696716,1.7383934326418589,-0.5796679962068226,-0.0012755641540567483,-0.8289857517603489,0.16885974353869346,-0.31038556092604724,1.1235751987234168,-0.3799566600268697
0,-0.37798139224581806,-1.2447301365886798,1.6448428159137474,-0.517479233067057,0.09900615473097162,-0.7516417414786467,0.07037414194698101,-0.3926466216531893,1.020047466949556,-0.3470197742801845
0,-0.27607606066267576,-1.212944212455951,1.5267269641378611,-0.5518778649578037,0.2700568026247929,-0.5977534994998066,0.05191635630380911,-0.0845725133227435,0.6687384682695126,-0.5620542713778995
0,-0.27111688000532475,-1.189638468050183,1.5370385604043875,-0.5591844495219249,0.22966897439872702,-0.6321095680879784,0.027029288081427263,-0.08503770797891975,0.7166994246691759,-0.5165450244067864
0,-0.8300681772242641,-1.5164363675902695,0.5711097423854421,-0.07749385620659577,-0.9287587125283525,-0.5066537587874571,0.058420279089183236,0.05329448384038069,0.022085225075006775,0.3413328149428215
0,-0.4617297185306593,-0.720203672094666,1.5085315278871603,-0.565458222010616,-0.4700743223537535,-0.1520739324099131,-0.18321930549802995,0.06982609045352416,0.5212082151415581,-0.38660878685512323
0,-0.6171783922856285,-1.590195122063007,0.7017504651622101,-0.00577040382250248,-0.35330029433541815,-0.603964812769711,-0.0004244326183846929,-0.053677995367763735,0.04184880220329885,-0.29418283299916365
0,-0.719260309865037,-1.9005177306122092,0.2975184782943997,-0.10538037850508973,-0.7794563881238963,-0.731842021086064,0.119474932037335,0.1917959169566921,0.28575824876225353,0.3354848388387724
0,-0.39920043671676403,-1.4624927745417193,1.2839817385601224,-0.11667373106710897,0.22890413297907597,-0.9421925470248693,0.023816186924591764,-0.46477524575476914,0.21071247354597442,-0.5869536531171984
0,-0.41284327007293037,-1.456256049927675,1.412652189850037,-0.08154372777920246,0.24678058220899995,-0.8507166321857043,-0.03973518585450269,-0.4529127952027604,0.2559956583195925,-0.6363562781609142
0,-0.4084635877899734,-1.406968844495682,0.9478814686069413,-0.0839725516596114,-0.34890816291787774,-0.7120961811416185,-0.20004185802695082,-0.20057344612139022,0.09220143829290754,-0.36304000037057377
0,-0.45931645935655235,-1.2005286897558058,1.1280003752145662,-0.06817576594841782,-0.31473223914880605,-0.6720432457798441,-0.2859675132767338,-0.3041889374618221,0.0742640734690574,-0.4048500316709265
0,-0.6606794924380481,-1.6996635648171754,0.35222408371565356,-0.3855128300015565,-0.679083947138644,-0.1389671009429637,0.1698462106562649,0.2822755680128157,0.2087526500618481,0.4564133518281846
0,-1.3729367461999478,0.14475942663176278,-1.418355349507051,0.7740262284090718,0.4876628360693869,-0.49487409231314505,-0.6200504688418138,0.23640656296254745,-0.1516073708724579,-0.3984962321792619
0,-0.6784554384243421,-0.943606775173977,-0.13629714762312514,-0.2696876350677391,-0.22101978062218408,-0.3005913184028465,-0.2779185987026049,-0.35232085698280474,-0.5688387071938837,0.0043943373458854755
0,0.10112359368453767,1.436060514651876,1.7487520185328616,1.1652683387118112,1.4212149788092445,-1.7143970125485755,0.7555785737520717,-0.3919067306647594,-1.1926452364772435,1.385155104482108
0,0.7086448039861779,-0.051557070435153445,-0.1468844133273499,0.5773977695768393,-1.2660448102815538,-0.6990640614248278,0.6807440963899734,-0.006409492427207557,-0.688984536810181,0.09094344501848686
0,-0.7129776597265407,-0.7113517465146385,1.0461046827827403,0.8509912370430956,-0.40923216074251645,-0.16137681437201018,-0.9048343066280472,-0.21544030423769728,-0.015791010951557233,-0.4521503337500622
0,0.6041494156474008,-1.2306936099331587,0.7012876520234681,0.39453542564629845,-0.3453487414003471,-0.4454544730584477,0.8204769129411653,-0.1930838723087405,-0.052343117904401104,-0.36190717930427
0,1.0736164833215998,-1.2658267279185929,0.7399203109968431,0.5857954130242142,-1.9373029689528314,0.41047353921116264,1.6653493749973831,1.3499961623539072,0.2231486668639495,-0.4673816288838782
0,1.1406875166844614,-0.24690156497436488,1.8068236469936108,0.23204510130092207,-1.8655941456004994,0.47410475971421173,1.790743317189677,1.28010583779388,0.1862640761975934,-0.7342967163847297
0,0.37050580975265707,-1.3321129136774663,0.12450678789876075,0.18020081220836281,-1.216318621210772,-0.5348127530510804,0.8177356982995564,0.40667102857853415,0.8320926640279374,0.04174064718621781
1,0.6726773131636595,-0.3061204736297576,0.5202551854017524,2.232261033119069,-1.5069188977936958,0.5213602234329535,0.2221802976011228,1.6549428082980988,0.4313046006076967,0.0015847443287945067
0,0.3410378653218844,-0.7944119250850745,1.0360164933828464,-0.1686819116793331,-0.13491273879752422,-1.1415714394255312,0.488709651689219,-0.550538252567608,0.5227396527953453,-0.28449741675131224
0,0.9518433883694948,0.6491943122617108,1.6231547095688132,0.35895300333470426,-1.358601945895883,-0.7697296180480704,0.39417245089028,0.5269029766307116,0.3726397448804012,0.0005738881941373932
0,0.7821643957421723,-0.6448140939360903,0.59104136455794,0.05041142454980516,-0.3332672141352613,-1.0416446754048931,0.5783895292179156,0.04398801666472597,0.2072502726462035,-0.26332880721685537
0,0.7044188078143347,-0.3420587164964136,0.9795623326362717,0.7815111932706419,-0.056489039670544604,-0.6878154006132434,0.989566355127638,-0.28099092152254473,0.4171114038598141,-0.3353517410800865
0,0.915774348359511,-1.3776739522257906,0.6814799940679636,0.5596152026857256,-1.9188618014968086,0.4417681447713575,1.6566794833019172,1.2857840023671772,0.22278810641516478,-0.5182677951511107
0,0.9548465229467357,-1.270919381159575,0.7571703501807052,0.6477622483691045,-2.009562061406404,0.48208879717624076,1.730928113633667,1.3361284198170458,0.18434130854715416,-0.4462309423075804
0,0.9258045402448553,-1.384086369322176,0.7004203999543279,0.5910906315823522,-1.9655591365104634,0.4681978300180152,1.6797030886450626,1.3285291411283668,0.2172488731694516,-0.5324391084437478
0,0.8948971020499213,-1.1963979136913694,0.6466402764881094,0.4905893628944682,-0.5531777714090117,-0.08959384354919142,0.7920023214647028,-0.08359347802672254,-0.22068768382482667,-0.8974907032736985
0,0.32722749174887994,-1.5291415847619712,0.17983015676797062,0.3384765569892377,-0.9107168718214006,-0.7036704540784156,0.6729961999578223,0.033944841859677215,0.05861012295683727,-0.16016672681363553
0,0.22490491500928017,-1.33428223553653,0.44183948009493484,0.46294936575262785,-0.2703267957470663,-0.6195717305417495,0.7316485180555876,-0.34008397758504216,-0.12929429930842637,-0.13098297611758034
0,0.2437734137114835,-1.029852648935841,-0.03964072296490194,0.7695028376710074,-0.7939605570203381,-0.9091517385930677,0.44844277155264006,-0.05601819278635207,0.10430503245243238,-0.13546027897951446
0,0.45127169511814114,-0.21912760514248833,1.4581623195508453,0.3901044558780725,-0.051085976774567866,-0.9998237284337995,0.37898733673884916,-0.20441502623115632,0.8802516130247514,-0.07364067646361541
0,0.42684674882399326,-0.0016935185570646914,0.19167414411499267,1.9572094752198381,-1.590292255760797,0.02286407706498824,-0.03376818677005142,0.7896037702327491,0.38667917406881736,0.3413573074675906
0,-1.044466581254186,-1.0260794579793895,0.2219519367666835,1.1808046396923173,-0.9058047931967927,-0.11903013430805855,-0.8791615182653613,0.14814109945913875,-0.4287754018771329,0.461613767451509
0,-0.9550579453134728,-0.9656129246067868,-0.043547584100173224,0.8854665721416517,-0.6681600564266198,-0.2379234184652753,-0.5683028046247257,0.02096214912770492,0.026797389704316086,0.5264867284924173
0,-0.6130250564989193,-0.6149760781134966,-0.28223390562846357,1.421685430746885,-0.46900825916292066,-0.5689567909134946,-0.3869231882156077,-0.37719451145238014,0.324973809687176,0.33736690287254373
0,0.3620513463876265,2.287934145739874,0.6857474995237874,0.3895132611738515,-2.401684687365795,-1.5470704466560237,-1.326873372830425,-0.729094505837787,0.19249698116056288,0.26807942409869107
0,-0.9503573158038446,-0.847573027147293,0.1398829183320777,0.3474700802782164,-0.9932212114777141,-0.3922410451189534,-0.6461344475738112,0.05838883795332283,-0.04426347002407729,0.4412513341493651
0,-0.6179408100051441,-1.0153257034719392,0.14121593878968763,1.3698996760441844,-0.5978877013557241,-0.11685520180656112,-0.8438374304453132,0.22205081685849237,-0.11682649683946311,0.0390069877706463
0,-0.8524897287923391,-1.2408041503088483,-0.2643251550536761,0.15876108976574016,-0.5210205413273474,-0.00597929009142684,-0.47801608409087243,-0.35844052414435035,-0.08411161368576363,-0.11905487884624132
0,-0.5797534046228258,-0.5690624619842282,1.5664334852403108,-0.19225191196624253,0.5450621726835146,-0.2233561538929027,-0.283525086980654,-0.9038137205584782,0.6760690174210126,-0.6837191433279438
0,-0.5115066615025698,-0.5647415867646414,1.5323046423203748,-0.24496541112619133,0.7668925772385259,0.2805596269926824,-0.17022222934302422,-0.8335104463967936,0.43652052284500215,-0.527197184326211
0,-0.9359438159638434,-1.1883579942060623,-0.4661254331422265,0.24375973042777302,-0.5019448115240742,0.6471702634035073,-0.4974863419075429,-0.1918901587097046,-0.09906560666766234,0.2788634930963141
0,-0.27720753297633394,0.23585575646322085,0.18917619038308728,0.3176414940633231,-0.3849454445565883,-0.35360804703220783,-0.1272471164271112,-0.0996884426961437,1.0311519867721015,-0.10789110825384195
0,0.37229288530571275,-0.16143392357457484,0.4937492595168323,2.2207383979545186,-0.9198703744592359,-0.04587788535338296,0.07253064113226855,1.0005908619867383,0.5948270423030808,0.326417439498308
0,-0.31121150810071785,-1.179856608082892,-0.025554663234182512,0.7245798204979094,-0.5496662144129976,-0.5239833538675299,-0.36620745201694976,-0.0018184561726061965,-0.07424794807394827,-0.2219207667308214
0,-0.3934098215263064,-0.990875228821589,-0.07820637706887273,0.4486063228201088,-0.7064822768108633,-0.5103623756097295,-0.3787080130134316,0.09492144035499571,0.12984171713598516,-0.041419282152665673
0,0.9229628217078809,-0.5011024793672537,0.18031638624832239,1.6084226460482474,-1.3658501534147802,0.06373393947988251,0.6097015527390612,1.231727823559863,0.8034307193168919,-0.482860416335596
0,0.9575913979934303,-0.4666698038249332,0.2202339975480571,1.7282254653962188,-1.4129197345353663,0.07607204672861712,0.6483704594117573,1.1731831572368112,0.7921199695412355,-0.49252140370421305
0,0.9090870007248656,-0.5263935073586071,0.3282166164421529,1.5190236239565313,-1.4013646203520793,-0.08074252870565408,0.726934509727981,1.2017474386078177,0.5495077592719247,-0.42917577514912997
1,-0.31121150810071785,-1.179856608082892,-0.025554663234182512,0.7245798204979094,-0.5496662144129976,-0.5239833538675299,-0.36620745201694976,-0.0018184561726061965,-0.07424794807394827,-0.2219207667308214
0,-0.9653388700976773,-0.9601926485143154,-0.5817880093995513,0.9893287509610429,-0.5205320958864614,-0.20202560787287338,-0.7451870888406799,-0.3928677395131641,-0.06390128285628963,-0.1547248147344319
0,-0.5556954751938319,-0.2836336418671431,1.4360778148127566,-0.671436142029927,0.2849228894880989,0.10462216163408153,0.011253801753118643,-0.47181998817889287,-0.060486041677861785,-0.31231400653668473
0,-0.5556954751938319,-0.2836336418671431,1.4360778148127566,-0.671436142029927,0.2849228894880989,0.10462216163408153,0.011253801753118643,-0.47181998817889287,-0.060486041677861785,-0.31231400653668473
0,-0.6723871014185424,-0.7275698621705786,0.8057342285238901,0.2815389687909581,0.5137366794725452,-0.2403745547807579,-0.754385118227502,-1.0032898512381356,-0.01943512380693753,-0.7456355927885898
0,0.12628756838519176,-0.3572515964645649,0.4394559102981837,-0.11030500226207003,-0.39600911028691327,1.1162536582364277,0.6212761169477545,-0.1831826728275483,-0.023119031332153202,-0.6258094159465377
0,-0.996449500067204,-1.2491635784534123,-0.252633816425788,0.6949271593032071,-0.3525603305135419,-0.08880698572735773,-0.8850231207954039,-0.5720402209267625,-0.4766628578203626,-0.6793746640634524
1,-0.2403100711160698,1.5588319516058509,1.866626832076157,1.3702892635196877,-0.028460498867327325,-0.4711079266079047,-1.142376726207185,-0.12695569050363242,0.49278185807169933,-0.2874750201876578
1,-0.2317887727483921,1.4893331513997776,1.127788235479468,1.26051396727382,-0.34355337929392693,-0.22468093390246952,-1.1566189258278512,0.4620301588031436,0.37809906688762285,-0.014324813920714649
0,-0.6362094397513721,-0.629418595623128,0.8313563764496297,0.8516325661531516,-0.30645996076513343,-0.20328475045200767,-0.663388935478602,0.1137544758319509,-0.27434241931811615,0.4126159839900516
0,0.31766594288095357,0.9548778070828501,2.033572128760191,2.285627764563515,1.3826299144683132,-1.1027989583644786,0.05441356291157594,0.16777768044902044,-0.40962218510181553,1.7461713473008418
0,-0.10085647529211139,-1.5393808503733906,-0.13619159567356093,0.35831580632553045,-0.8769028548523068,-0.6397446858704938,0.4205997453110841,0.06555867035721766,0.3274621540336168,0.1356998629554914
0,-0.8876642283518199,-0.8382180972078317,0.08567451010254651,0.7721849740071569,-0.7390475196483861,0.007932562834141307,-0.6682745206439525,-0.18919013619049818,-0.21532021666340376,0.08733700599948868
0,-0.056634109954916766,-0.9441693062049351,-0.7100746764242892,0.8522303471019411,0.2126212650624407,-0.2758815171477644,-0.3338108791378418,-0.42651521405080806,-0.6452430217042939,-1.1411064726033282
0,0.334060432072101,0.6236268235965508,0.17083638365000045,1.5662779822683093,0.21065138175793524,-1.043763344485506,0.12851741645350784,-1.6513561463523276,1.4168642447904791,-0.9309918936308679
0,-0.7684558398347772,-0.7607560288072984,-0.18889789728113582,0.779569014852591,-0.7404040778969846,-0.1295600112387956,-0.6898368411294661,-0.5503905375788651,-0.7652221873772868,-0.8270168370599512
0,-0.028604290634571358,-0.7048650392100956,-0.6138653058378883,0.9715232296321686,-0.6588397225866837,-0.3229509300334142,-0.7538771719484272,-0.5983021321323645,-0.523886905827306,-0.827985193161597
0,-0.8337917704079505,-0.8200928721670188,-0.4920998081879803,0.9745592585226774,-0.6300478746042995,-0.21350026688582213,-0.9413710916869548,-0.6831070474385935,-0.4325875029548892,-0.7849496112075063
0,0.43680771729643975,0.2925240806887652,0.19794257074049718,1.598831925525942,0.2932976945556701,-0.8768511359044056,0.20177902888426902,-1.5592928325554016,1.2030812078762538,-0.7951127741780251
0,0.3448802896893902,-1.65657335499036,-0.2243478301902761,0.21060403721994944,-0.6671048314835288,-1.0142034832558033,0.46533011833883536,0.043713574126971556,-0.03514111070808902,0.02354422440402674
0,-0.11271366381786127,-0.6206608138510078,-0.5997496435510729,1.3364983498752405,-0.9027433727593303,-0.4368501022777823,-0.20905801674676106,-0.0025067990128615327,-0.06394874318032541,0.27802526615478595
0,0.8153754659162172,0.806607851306271,1.3450749905378248,0.18676393311411332,-1.4476571168476131,-0.9966451765530044,0.26129249609689037,0.14610219750580106,0.4059238021084538,0.17522786703491552
0,-0.9201546586652951,-1.2930334858996813,-0.2528557502769727,0.3044051559504714,-0.3655812643230575,-0.4033279375089383,-0.36330593217336926,0.17616845005863085,-0.5318361231763885,0.035251617962121035
0,-0.9378839254413286,-0.7201012822892715,-0.045777780474882346,0.11398549793814844,-0.42624452261079415,0.06855344430872003,-0.3829844735589174,0.27855354296592505,-0.16229705769347624,0.4991309670941949
0,-0.8594076618190044,-0.28372733785540233,0.863454440721803,-0.09811494212055716,0.8303642507444131,-0.3501600761378423,-0.33293471283554177,0.0034093475702648775,-0.009136308932271847,-0.9631679319511569
0,-0.8833171813494205,-0.38928990341229536,-0.04724962431908264,-0.06704801937728423,0.21203417567367114,-0.20318548757243077,-0.5339084959641072,0.11544712766773556,-0.09710171253721417,-0.7463873620628863
0,-1.4216559437186809,-0.8207233652192215,-0.9044075031550113,1.1261481425003494,-0.16244376622970838,-0.17364981648087385,-0.6888959003712368,0.34288521503091296,-0.6395805452188082,-0.3811497688995025
0,-0.23841920421180124,0.5951496565143751,-2.24014821552795,0.7654289973134065,0.07996748309609858,0.5000550227819073,0.20982999521244858,-0.7863409929313119,1.390179595974715,0.15210446682255663
0,-1.1276845312585597,-0.6702543150132964,-1.19174730860818,0.46791205230061234,-0.020691186928323193,-0.5104312724374094,-0.3992866338377037,-0.11567135732261186,-0.20323789459819322,-0.42478185640359817
